"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"00:00:18",12,10,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"00:15:05",8,13,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"00:30:06",11,9,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"00:45:59",8,12,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"01:00:44",5,7,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"01:15:39",2,9,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"01:30:26",5,7,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"01:45:54",2,2,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"02:00:53",3,6,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"02:15:00",6,9,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"02:30:07",3,6,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"02:45:22",3,4,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"03:00:13",3,5,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"03:15:34",1,7,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"03:30:35",1,1,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"03:45:39",3,6,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"04:00:46",2,3,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"04:15:30",5,13,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"04:30:14",5,13,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"04:45:08",2,12,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"05:00:21",2,9,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"05:15:18",7,17,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"05:30:08",11,28,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"05:45:07",6,32,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"06:00:25",8,40,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"06:15:09",6,50,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"06:30:17",22,54,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"06:45:00",21,55,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"07:00:22",28,49,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"07:15:11",28,64,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"07:30:05",29,73,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"07:45:05",54,97,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"08:00:16",57,95,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"08:15:00",64,88,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"08:30:07",89,106,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"08:45:11",64,112,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"09:00:07",76,133,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"09:15:00",54,148,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"09:30:00",33,131,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"09:45:11",25,127,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"10:00:15",54,96,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"10:15:04",63,11,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"10:30:19",46,49,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"10:45:43",10,99,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"11:00:20",40,93,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"11:15:16",27,122,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"11:30:07",75,127,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"11:45:04",64,138,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"12:00:11",49,120,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"12:15:05",61,124,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"12:30:03",64,134,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"12:45:21",69,138,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"13:00:27",60,122,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"13:15:13",66,122,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"13:30:03",58,130,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"13:45:05",68,114,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"14:00:07",65,132,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"14:15:00",81,111,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"14:30:03",82,116,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"14:45:06",61,105,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"15:00:12",72,131,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"15:15:06",64,121,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"15:30:11",76,126,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"15:45:08",74,112,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"16:00:00",78,99,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"16:15:10",77,106,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"16:30:06",89,133,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"16:45:06",86,142,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"17:00:00",76,146,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"17:15:05",56,140,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"17:30:05",95,127,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"17:45:04",75,86,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"18:00:00",76,117,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"18:15:00",72,116,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"18:30:16",77,119,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"18:45:13",74,111,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"19:00:04",68,113,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"19:15:00",64,113,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"19:30:00",55,114,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"19:45:05",54,100,25
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-20,"20:00:10",51,92,25
