"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"00:00:18",7,20,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"00:15:41",3,14,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"00:30:57",7,11,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"00:45:29",4,7,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"01:00:38",4,4,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"01:15:32",5,3,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"01:30:26",3,1,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"01:45:06",8,7,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"02:00:35",3,8,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"02:15:46",3,3,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"02:30:20",1,3,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"02:45:56",4,3,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"03:00:09",1,4,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"03:15:26",4,1,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"03:30:29",0,2,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"03:45:43",2,4,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"04:00:32",3,2,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"04:15:15",1,3,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"04:30:26",5,13,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"04:45:13",2,8,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"05:00:00",4,9,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"05:15:34",6,15,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"05:30:16",9,18,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"05:45:16",8,33,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"06:00:42",8,44,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"06:15:22",4,37,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"06:30:27",16,63,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"06:45:04",14,67,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"07:00:15",13,49,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"07:15:06",23,70,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"07:30:06",28,92,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"07:45:04",46,111,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"08:00:14",49,110,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"08:15:07",80,146,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"08:30:13",91,111,36
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-09-05,"08:45:34",63,96,36
