"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"00:00:48",12,18,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"00:15:25",7,16,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"00:30:24",7,9,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"00:45:36",6,10,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"01:00:50",9,5,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"01:15:10",6,3,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"01:30:39",7,9,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"01:45:30",3,4,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"02:00:18",5,4,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"02:15:33",7,7,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"02:30:47",3,3,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"02:45:46",2,6,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"03:00:07",3,5,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"03:15:55",1,4,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"03:30:19",0,4,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"03:45:05",3,2,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"04:00:12",2,5,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"04:15:11",6,4,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"04:30:15",3,9,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"04:45:07",2,9,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"05:00:40",5,7,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"05:15:42",7,16,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"05:30:27",5,22,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"05:45:13",13,39,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"06:00:13",8,50,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"06:15:13",12,46,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"06:30:34",7,49,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"06:45:07",22,54,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"07:00:06",20,54,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"07:15:16",24,54,33
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-08-15,"07:30:06",29,81,33
