"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"00:00:17",18,20,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"00:15:20",9,11,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"00:30:29",6,5,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"00:45:00",5,4,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"01:00:51",1,4,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"01:15:53",4,2,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"01:30:20",2,10,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"01:45:04",1,4,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"02:00:18",1,3,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"02:15:48",3,0,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"02:30:06",0,3,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"02:45:52",1,8,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"03:00:43",4,2,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"03:15:09",1,4,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"03:30:41",2,0,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"03:45:41",0,4,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"04:00:36",1,3,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"04:15:25",5,12,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"04:30:56",1,7,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"04:45:10",1,8,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"05:00:26",5,8,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"05:15:57",8,22,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"05:30:28",11,26,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"05:45:04",8,44,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"06:00:09",12,45,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"06:15:32",9,48,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"06:30:12",9,50,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"06:45:14",26,61,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"07:00:05",18,59,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"07:15:38",20,80,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"07:30:07",27,89,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"07:45:12",46,116,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"08:00:07",58,100,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"08:15:00",59,144,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"08:30:04",79,159,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"08:45:05",76,135,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"09:00:04",75,132,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"09:15:03",60,139,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"09:30:05",70,130,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"09:45:07",69,127,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"10:00:05",66,125,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"10:15:04",58,134,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"10:30:12",53,127,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"10:45:00",59,133,20
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-05-16,"11:00:00",50,123,20
