"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"00:00:00",8,15,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"00:15:11",5,6,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"00:30:15",8,7,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"00:45:34",4,4,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"01:00:19",5,6,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"01:15:50",1,5,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"01:30:20",2,1,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"01:45:57",6,5,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"02:00:06",0,2,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"02:15:55",1,5,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"02:30:45",1,1,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"02:45:34",2,4,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"03:00:38",1,0,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"03:15:49",2,1,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"03:30:36",2,1,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"03:45:55",1,6,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"04:00:34",2,4,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"04:15:11",2,5,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"04:30:10",4,11,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"04:45:04",3,6,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"05:00:48",4,8,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"05:15:40",5,16,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"05:30:06",9,32,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"05:45:21",8,45,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"06:00:23",6,38,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"06:15:33",11,44,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"06:30:08",13,60,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"06:45:14",20,63,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"07:00:00",22,67,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"07:15:00",26,80,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"07:30:00",24,87,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"07:45:21",37,88,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"08:00:03",69,117,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"08:15:00",80,100,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"08:30:04",81,147,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"08:45:05",94,121,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"09:00:00",68,136,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"09:15:03",49,141,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"09:30:04",46,114,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"09:45:00",62,134,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"10:00:10",64,124,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"10:15:06",69,133,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"10:30:04",48,85,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"10:45:11",58,100,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"11:00:03",69,131,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"11:15:53",57,61,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"11:30:05",62,66,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"11:45:09",61,88,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"12:00:00",78,135,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"12:15:15",58,92,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"12:30:07",66,125,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"12:45:04",58,128,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"13:00:03",68,132,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"13:15:04",68,123,9
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-28,"13:30:03",70,132,9
