"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"00:00:20",10,12,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"00:15:46",4,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"00:30:48",5,10,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"00:45:24",8,4,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"01:00:33",5,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"01:15:09",4,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"01:30:31",1,6,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"01:45:55",0,1,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"02:00:26",0,1,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"02:15:11",1,3,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"02:30:10",0,2,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"02:45:25",1,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"03:00:00",0,3,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"03:30:03",1,1,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"03:45:07",0,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"04:00:14",3,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"04:15:29",1,7,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"04:30:41",3,5,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"04:45:34",3,11,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"05:00:58",4,4,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"05:15:11",7,11,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"05:30:12",10,29,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"05:45:16",8,38,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"06:00:17",10,38,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"06:15:04",7,52,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"06:30:00",10,63,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"06:45:20",12,64,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"07:00:00",16,48,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"07:15:11",19,76,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"07:30:16",20,89,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"07:45:10",33,99,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"08:00:14",57,127,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"08:15:14",62,163,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"08:30:00",94,106,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"08:45:03",43,90,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"09:00:05",61,119,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"09:15:03",52,129,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"09:30:09",53,90,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"09:45:10",49,113,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"10:00:08",65,113,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"10:15:06",56,130,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"10:30:13",53,98,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"10:45:09",62,112,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"11:00:00",71,80,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"11:15:14",60,135,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"11:30:08",52,108,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"11:45:08",68,127,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"12:00:00",59,132,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"12:15:03",73,137,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"12:30:03",67,121,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"12:45:04",77,145,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"13:00:00",63,123,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"13:15:06",53,139,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"13:30:14",56,84,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"13:45:00",64,112,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"14:00:04",75,93,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"14:15:18",73,78,11
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-03-14,"14:30:06",72,114,11
