"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"00:00:33",7,12,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"00:15:21",4,9,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"00:30:38",5,6,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"00:45:23",8,4,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"01:00:16",4,6,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"01:15:31",3,1,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"01:30:09",2,4,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"01:45:15",2,2,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"02:00:09",1,3,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"02:15:23",1,1,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"02:30:37",2,4,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"02:45:51",1,3,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"03:00:00",1,1,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"03:15:05",0,7,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"03:30:32",0,2,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"03:45:31",3,4,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"04:00:36",0,5,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"04:15:04",3,2,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"04:30:28",2,6,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"04:45:34",1,6,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"05:00:36",5,8,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"05:15:59",4,16,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"05:30:00",12,25,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"05:45:14",7,34,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"06:00:16",11,43,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"06:15:00",7,54,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"06:30:49",8,53,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"06:45:05",21,58,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"07:00:28",27,56,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"07:15:05",36,60,6
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-02-07,"07:30:07",33,85,6
