"Town","County","Street_Name","Sensor_ID","Latitude","Longitude","Date","Time","Direction_West","Direction_East","Week_Year"
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"00:00:40",20,16,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"00:15:30",6,10,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"00:30:36",10,20,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"00:45:50",6,14,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"01:00:05",4,6,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"01:15:44",1,2,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"01:30:20",3,5,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"01:45:14",1,2,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"02:00:41",2,2,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"02:15:06",0,4,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"02:30:12",4,3,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"02:45:18",1,3,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"03:00:06",3,0,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"03:15:22",1,1,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"03:30:23",3,3,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"03:45:00",3,3,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"04:00:42",3,8,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"04:15:31",4,8,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"04:30:23",0,9,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"04:45:14",6,8,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"05:00:09",5,12,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"05:15:36",5,21,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"05:30:26",10,23,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"05:45:14",4,30,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"06:00:09",5,38,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"06:15:16",10,44,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"06:30:12",24,45,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"06:45:24",20,64,26
"Gorey","Wexford","Main Street",97898,52.67579,-6.29403,2022-06-27,"07:00:15",21,57,26
